Mgr3_B79 SRR22512544 M_greggi
Mgr3_SK78 SRR22512587 M_greggi
Mgr4_SG80 SRR22512586 M_greggi
Msp1_B4 SRR22514607 M_greggi
Msp1_SGF1 SRR22514610 M_greggi
Msp1_Sk1 SRR22514608 M_greggi
Msp3_SGF1 SRR22514606 M_greggi
Msp3_SGF2 SRR22514605 M_greggi
Msp3_SGF3 SRR22514604 M_greggi
Msp4_Sk2 SRR22514603 M_greggi
