Eat1_A04 SRR22512619 E_atami
Eat1_A09 SRR22512573 E_atami
Eat1_A10 SRR22512562 E_atami
Eat1_A11 SRR22512551 E_atami
Eat1_A12 SRR22512584 E_atami
Eat1_A13 SRR22512577 E_atami
Eat1_A15 SRR22512618 E_atami
Eat1_A16 SRR22512607 E_atami
Eat1_A17 SRR22512596 E_atami
Eat1_A41 SRR22512576 E_atami
