Mgl1_B1 SRR22512555 M_glutinosa
Mgl1_B2 SRR22512554 M_glutinosa
Mgl1_B3 SRR22512553 M_glutinosa
Mgl1_B4 SRR22512552 M_glutinosa
Mgl1_SG1 SRR22512547 M_glutinosa
Mgl1_SG2 SRR22512546 M_glutinosa
Mgl1_SG3 SRR22512545 M_glutinosa
Mgl1_SK1 SRR22512550 M_glutinosa
Mgl1_SK2 SRR22512549 M_glutinosa
Mgl1_SK3 SRR22512548 M_glutinosa
